content,score,Label,text_clean,text_Stopword,text_tokens,text_tokens_stemmed,Label NB
"Parah, semenjak update akun yang lama keluar sendiri dan gak bisa masuk ke akun lagi..tolong bisa jelasin ini kenapa? Buat akun yang baru pun gak bisa..",1,negatif,parah semenjak update akun yang lama keluar sendiri dan gak bisa masuk ke akun lagitolong bisa jelasin ini kenapa buat akun yang baru pun gak bisa,parah semenjak update akun gak masuk akun lagitolong jelasin akun gak,"['parah', 'semenjak', 'update', 'akun', 'gak', 'masuk', 'akun', 'lagitolong', 'jelasin', 'akun', 'gak']",parah semenjak update akun gak masuk akun lagitolong jelasin akun gak,negatif
"Lowongan banyak, dipanggil tidak. Lowongan ga serius, cuma cari2 data doang. Akal2an HRD aja utk cari tenaga bagus yg mau dibayar murah. Dah 2 tahunan lebih lamar sana sini, ga ada yg dipanggil. Malahan lowongan di OLX lebih jelas dan dipanggil.",2,negatif,lowongan banyak dipanggil tidak lowongan ga serius cuma cari2 data doang akal2an hrd aja utk cari tenaga bagus yg mau dibayar murah dah 2 tahunan lebih lamar sana sini ga ada yg dipanggil malahan lowongan di olx lebih jelas dan dipanggil,lowongan dipanggil lowongan ga serius cari2 data doang akal2an hrd aja utk cari tenaga bagus yg dibayar murah dah 2 tahunan lamar ga yg dipanggil lowongan olx dipanggil,"['lowongan', 'dipanggil', 'lowongan', 'ga', 'serius', 'cari2', 'data', 'doang', 'akal2an', 'hrd', 'aja', 'utk', 'cari', 'tenaga', 'bagus', 'yg', 'dibayar', 'murah', 'dah', '2', 'tahunan', 'lamar', 'ga', 'yg', 'dipanggil', 'lowongan', 'olx', 'dipanggil']",lowong panggil lowong ga serius cari2 data doang akal2an hrd aja utk cari tenaga bagus yg bayar murah dah 2 tahun lamar ga yg panggil lowong olx panggil,negatif
Good,5,positif,good,good,['good'],good,positif
Ok joss,5,positif,ok joss,ok joss,"['ok', 'joss']",ok joss,positif
Ya bagus,4,positif,ya bagus,ya bagus,"['ya', 'bagus']",ya bagus,positif
Super mudah pencari kerja terpercaya,5,positif,super mudah pencari kerja terpercaya,super mudah pencari kerja terpercaya,"['super', 'mudah', 'pencari', 'kerja', 'terpercaya']",super mudah cari kerja percaya,positif
OK,5,positif,ok,ok,['ok'],ok,positif
Good,5,positif,good,good,['good'],good,positif
Bermanfaat,5,positif,bermanfaat,bermanfaat,['bermanfaat'],manfaat,positif
Good solution for Jobs.,5,positif,good solution for jobs,good solution for jobs,"['good', 'solution', 'for', 'jobs']",good solution for jobs,positif
Sangat membantu proses mencari pekerjaan,4,positif,sangat membantu proses mencari pekerjaan,membantu proses mencari pekerjaan,"['membantu', 'proses', 'mencari', 'pekerjaan']",bantu proses cari kerja,positif
Mantabz,5,positif,mantabz,mantabz,['mantabz'],mantabz,positif
Ok mantap mudah di mengerti Pitut nya sukses selalu jobstreet 👍👍👍,5,positif,ok mantap mudah di mengerti pitut nya sukses selalu jobstreet ,ok mantap mudah mengerti pitut nya sukses jobstreet,"['ok', 'mantap', 'mudah', 'mengerti', 'pitut', 'nya', 'sukses', 'jobstreet']",ok mantap mudah erti pitut nya sukses jobstreet,positif
Hallo. sekarang knpa setelah update diaplikasi saya tidak ada riwayat pencarian kerja terakhir ya ? Terima kasih,2,negatif,hallo sekarang knpa setelah update diaplikasi saya tidak ada riwayat pencarian kerja terakhir ya  terima kasih,hallo knpa update diaplikasi riwayat pencarian kerja ya terima kasih,"['hallo', 'knpa', 'update', 'diaplikasi', 'riwayat', 'pencarian', 'kerja', 'ya', 'terima', 'kasih']",hallo knpa update aplikasi riwayat cari kerja ya terima kasih,positif
"JobStreet, cepat mencari job sesuai kebutuhan pekerjaan saya",5,positif,jobstreet cepat mencari job sesuai kebutuhan pekerjaan saya,jobstreet cepat mencari job sesuai kebutuhan pekerjaan,"['jobstreet', 'cepat', 'mencari', 'job', 'sesuai', 'kebutuhan', 'pekerjaan']",jobstreet cepat cari job sesuai butuh kerja,positif
"Makasi Jobstreet, bantu banget buat cari peluang pekerjaan yang baru dan selalu update.",5,positif,makasi jobstreet bantu banget buat cari peluang pekerjaan yang baru dan selalu update,makasi jobstreet bantu banget cari peluang pekerjaan update,"['makasi', 'jobstreet', 'bantu', 'banget', 'cari', 'peluang', 'pekerjaan', 'update']",makas jobstreet bantu banget cari peluang kerja update,positif
Good informasi,5,positif,good informasi,good informasi,"['good', 'informasi']",good informasi,positif
Belum ada yang tembus... *4 dulu,4,positif,belum ada yang tembus 4 dulu,tembus 4,"['tembus', '4']",tembus 4,positif
Jobstreet is very usefull for job seeker and jobstreet platform is really uses friendly..,5,positif,jobstreet is very usefull for job seeker and jobstreet platform is really uses friendly,jobstreet is very usefull for job seeker and jobstreet platform is really uses friendly,"['jobstreet', 'is', 'very', 'usefull', 'for', 'job', 'seeker', 'and', 'jobstreet', 'platform', 'is', 'really', 'uses', 'friendly']",jobstreet is very usefull for job seeker and jobstreet platform is really uses friendly,positif
Cocok untuk yang bingung cari kerja bisa lewat aplikasi ini,5,positif,cocok untuk yang bingung cari kerja bisa lewat aplikasi ini,cocok bingung cari kerja aplikasi,"['cocok', 'bingung', 'cari', 'kerja', 'aplikasi']",cocok bingung cari kerja aplikasi,positif
"Sering melamar tapi belum di panggil2 ternyata ada pembaharuan, kalau udah di terima kerja tambah bintang lagi",1,negatif,sering melamar tapi belum di panggil2 ternyata ada pembaharuan kalau udah di terima kerja tambah bintang lagi,melamar panggil2 pembaharuan udah terima kerja bintang,"['melamar', 'panggil2', 'pembaharuan', 'udah', 'terima', 'kerja', 'bintang']",lamar panggil2 baharu udah terima kerja bintang,negatif
Parah amat udah naro email di jobstreet tidak dapat ditemukan dan kata sandi salah padahal di cek di google bisa,2,negatif,parah amat udah naro email di jobstreet tidak dapat ditemukan dan kata sandi salah padahal di cek di google bisa,parah udah naro email jobstreet ditemukan sandi salah cek google,"['parah', 'udah', 'naro', 'email', 'jobstreet', 'ditemukan', 'sandi', 'salah', 'cek', 'google']",parah udah naro email jobstreet temu sandi salah cek google,negatif
Good support me,5,positif,good support me,good support me,"['good', 'support', 'me']",good support me,positif
"Aplikasi yang sangat bermanfaat, bagi pencari kerja, pencari karyawan. Semoga saya yang sedang menantikan pekerjaan segera di berikan kesempatan di perusahaan yang saya lamar",5,positif,aplikasi yang sangat bermanfaat bagi pencari kerja pencari karyawan semoga saya yang sedang menantikan pekerjaan segera di berikan kesempatan di perusahaan yang saya lamar,aplikasi bermanfaat pencari kerja pencari karyawan semoga pekerjaan kesempatan perusahaan lamar,"['aplikasi', 'bermanfaat', 'pencari', 'kerja', 'pencari', 'karyawan', 'semoga', 'pekerjaan', 'kesempatan', 'perusahaan', 'lamar']",aplikasi manfaat cari kerja cari karyawan moga kerja sempat usaha lamar,positif
pengalaman sebagai drever 15 tahun,5,positif,pengalaman sebagai drever 15 tahun,pengalaman drever 15,"['pengalaman', 'drever', '15']",alam drever 15,positif
Ga bisa ganti foto profil,4,positif,ga bisa ganti foto profil,ga ganti foto profil,"['ga', 'ganti', 'foto', 'profil']",ga ganti foto profil,negatif
trima kasih banyak aatas aplikasi ini semoga bermaanfaat buat teman² yg lain dan membutuhkanya,5,positif,trima kasih banyak aatas aplikasi ini semoga bermaanfaat buat teman yg lain dan membutuhkanya,trima kasih aatas aplikasi semoga bermaanfaat teman yg membutuhkanya,"['trima', 'kasih', 'aatas', 'aplikasi', 'semoga', 'bermaanfaat', 'teman', 'yg', 'membutuhkanya']",trima kasih aatas aplikasi moga bermaanfaat teman yg membutuhkanya,positif
Like,5,positif,like,like,['like'],like,positif
Ok banget,5,positif,ok banget,ok banget,"['ok', 'banget']",ok banget,positif
"Kenapa GK bisa login padahal sudah buat akun dan kata sandi sebelumnya ,,dasar aplikasi sampah goblokkkk",1,negatif,kenapa gk bisa login padahal sudah buat akun dan kata sandi sebelumnya dasar aplikasi sampah goblokkkk,gk login akun sandi dasar aplikasi sampah goblokkkk,"['gk', 'login', 'akun', 'sandi', 'dasar', 'aplikasi', 'sampah', 'goblokkkk']",gk login akun sandi dasar aplikasi sampah goblokkkk,negatif
Sementara ini belum ada panggilan kerja. Tapi app nya good.,5,positif,sementara ini belum ada panggilan kerja tapi app nya good,panggilan kerja app nya good,"['panggilan', 'kerja', 'app', 'nya', 'good']",panggil kerja app nya good,positif
Serius tgl 18 Nov aplikasi nya sdh gk ad,1,negatif,serius tgl 18 nov aplikasi nya sdh gk ad,serius tgl 18 nov aplikasi nya sdh gk ad,"['serius', 'tgl', '18', 'nov', 'aplikasi', 'nya', 'sdh', 'gk', 'ad']",serius tgl 18 nov aplikasi nya sdh gk ad,negatif
Terima kasih jobstreet telah membantu saya dalam mencari pekerjaan,5,positif,terima kasih jobstreet telah membantu saya dalam mencari pekerjaan,terima kasih jobstreet membantu mencari pekerjaan,"['terima', 'kasih', 'jobstreet', 'membantu', 'mencari', 'pekerjaan']",terima kasih jobstreet bantu cari kerja,positif
Good information,5,positif,good information,good information,"['good', 'information']",good information,positif
Oke,5,positif,oke,oke,['oke'],oke,positif
Good information,5,positif,good information,good information,"['good', 'information']",good information,positif
Sangat membantu,5,positif,sangat membantu,membantu,['membantu'],bantu,positif
Muantaps,5,positif,muantaps,muantaps,['muantaps'],muantaps,positif
Bagus,5,positif,bagus,bagus,['bagus'],bagus,positif
Sangat mudah di gunakan,5,positif,sangat mudah di gunakan,mudah,['mudah'],mudah,positif
Sangat membantu para pencari kerja,5,positif,sangat membantu para pencari kerja,membantu pencari kerja,"['membantu', 'pencari', 'kerja']",bantu cari kerja,positif
Bagus,5,positif,bagus,bagus,['bagus'],bagus,positif
Bagus,5,positif,bagus,bagus,['bagus'],bagus,positif
aplikasi ini sangat membantu saya untul mencari pekerjaan,5,positif,aplikasi ini sangat membantu saya untul mencari pekerjaan,aplikasi membantu untul mencari pekerjaan,"['aplikasi', 'membantu', 'untul', 'mencari', 'pekerjaan']",aplikasi bantu untul cari kerja,positif
Klu bisa kapasitas muatan penyimpanan berkhas2d besaran lgi...terimkasih,4,positif,klu bisa kapasitas muatan penyimpanan berkhas2d besaran lgiterimkasih,klu kapasitas muatan penyimpanan berkhas2d besaran lgiterimkasih,"['klu', 'kapasitas', 'muatan', 'penyimpanan', 'berkhas2d', 'besaran', 'lgiterimkasih']",klu kapasitas muat simpan berkhas2d besar lgiterimkasih,positif
Sangat membantu menemukan pekerjaan,5,positif,sangat membantu menemukan pekerjaan,membantu menemukan pekerjaan,"['membantu', 'menemukan', 'pekerjaan']",bantu temu kerja,positif
gaguna jan donlot psti nyesel,1,negatif,gaguna jan donlot psti nyesel,gaguna jan donlot psti nyesel,"['gaguna', 'jan', 'donlot', 'psti', 'nyesel']",gaguna jan donlot psti nyesel,negatif
Ok,5,positif,ok,ok,['ok'],ok,positif
Ok,4,positif,ok,ok,['ok'],ok,positif
Bagus,4,positif,bagus,bagus,['bagus'],bagus,positif
Bagus semoga aku dapet kerjaan di sini,5,positif,bagus semoga aku dapet kerjaan di sini,bagus semoga dapet kerjaan,"['bagus', 'semoga', 'dapet', 'kerjaan']",bagus moga dapet kerja,positif
Semoga cpt dpt kerjaan yallah...,4,positif,semoga cpt dpt kerjaan yallah,semoga cpt dpt kerjaan yallah,"['semoga', 'cpt', 'dpt', 'kerjaan', 'yallah']",moga cpt dpt kerja yallah,positif
Good,4,positif,good,good,['good'],good,positif
Nice,4,positif,nice,nice,['nice'],nice,positif
Good app,4,positif,good app,good app,"['good', 'app']",good app,positif
Sangat membantu sekali,5,positif,sangat membantu sekali,membantu,['membantu'],bantu,positif
"Saran minimal di pencarian filter kerjanya di tambah khusus pencarian loker sma/smk sehingga lebih memudahkan mencari lowongan kerjanya dan juga kalo bisa di tambahkan fitur untuk perusahaan jika memang perusahaan tidak sesuai dengan kriteria pelamar, perusahaan wajib kasih keterangan tidak cocok, ya walaupun ada yang sudah kasih keterangan tidak cocok tapi kebanyakan yang saya lamar selama ini statusnya di terima sehingga tidak ada kejelasan.",1,negatif,saran minimal di pencarian filter kerjanya di tambah khusus pencarian loker smasmk sehingga lebih memudahkan mencari lowongan kerjanya dan juga kalo bisa di tambahkan fitur untuk perusahaan jika memang perusahaan tidak sesuai dengan kriteria pelamar perusahaan wajib kasih keterangan tidak cocok ya walaupun ada yang sudah kasih keterangan tidak cocok tapi kebanyakan yang saya lamar selama ini statusnya di terima sehingga tidak ada kejelasan,saran minimal pencarian filter kerjanya khusus pencarian loker smasmk memudahkan mencari lowongan kerjanya kalo tambahkan fitur perusahaan perusahaan sesuai kriteria pelamar perusahaan wajib kasih keterangan cocok ya kasih keterangan cocok kebanyakan lamar statusnya terima kejelasan,"['saran', 'minimal', 'pencarian', 'filter', 'kerjanya', 'khusus', 'pencarian', 'loker', 'smasmk', 'memudahkan', 'mencari', 'lowongan', 'kerjanya', 'kalo', 'tambahkan', 'fitur', 'perusahaan', 'perusahaan', 'sesuai', 'kriteria', 'pelamar', 'perusahaan', 'wajib', 'kasih', 'keterangan', 'cocok', 'ya', 'kasih', 'keterangan', 'cocok', 'kebanyakan', 'lamar', 'statusnya', 'terima', 'kejelasan']",saran minimal cari filter kerja khusus cari loker smasmk mudah cari lowong kerja kalo tambah fitur usaha usaha sesuai kriteria lamar usaha wajib kasih terang cocok ya kasih terang cocok banyak lamar status terima jelas,positif
Aplikasi yang sangat bermanfaat,5,positif,aplikasi yang sangat bermanfaat,aplikasi bermanfaat,"['aplikasi', 'bermanfaat']",aplikasi manfaat,positif
Sangat membantu,5,positif,sangat membantu,membantu,['membantu'],bantu,positif
Bagus,5,positif,bagus,bagus,['bagus'],bagus,positif
Bagus,5,positif,bagus,bagus,['bagus'],bagus,positif
Sangat membantu sukses,5,positif,sangat membantu sukses,membantu sukses,"['membantu', 'sukses']",bantu sukses,positif
Not bad,5,positif,not bad,not bad,"['not', 'bad']",not bad,positif
Ok,5,positif,ok,ok,['ok'],ok,positif
Aplikasi yang bagus buat mencari lowongan pekerjaan yang tepat,5,positif,aplikasi yang bagus buat mencari lowongan pekerjaan yang tepat,aplikasi bagus mencari lowongan pekerjaan,"['aplikasi', 'bagus', 'mencari', 'lowongan', 'pekerjaan']",aplikasi bagus cari lowong kerja,positif
Mantap apk nya,5,positif,mantap apk nya,mantap apk nya,"['mantap', 'apk', 'nya']",mantap apk nya,positif
"kebanyakan lowongan fiktif, makin ga jelas. lowongan kadaluwarsa aja masih di posting.",1,negatif,kebanyakan lowongan fiktif makin ga jelas lowongan kadaluwarsa aja masih di posting,kebanyakan lowongan fiktif ga lowongan kadaluwarsa aja posting,"['kebanyakan', 'lowongan', 'fiktif', 'ga', 'lowongan', 'kadaluwarsa', 'aja', 'posting']",banyak lowong fiktif ga lowong kadaluwarsa aja posting,negatif
Tempat cari kerja yang bagus,5,positif,tempat cari kerja yang bagus,cari kerja bagus,"['cari', 'kerja', 'bagus']",cari kerja bagus,positif
"Rekomendasi untuk ajang pencarian kerja,",5,positif,rekomendasi untuk ajang pencarian kerja,rekomendasi ajang pencarian kerja,"['rekomendasi', 'ajang', 'pencarian', 'kerja']",rekomendasi ajang cari kerja,positif
Good,5,positif,good,good,['good'],good,positif
aplikasi yang paling keren sehingga memudahkan para pencari kerja untuk melamar di perusahaan sesuai dengan kualifikasinya,5,positif,aplikasi yang paling keren sehingga memudahkan para pencari kerja untuk melamar di perusahaan sesuai dengan kualifikasinya,aplikasi keren memudahkan pencari kerja melamar perusahaan sesuai kualifikasinya,"['aplikasi', 'keren', 'memudahkan', 'pencari', 'kerja', 'melamar', 'perusahaan', 'sesuai', 'kualifikasinya']",aplikasi keren mudah cari kerja lamar usaha sesuai kualifikasi,positif
sangat membantu untuk mencari pekerjaan,5,positif,sangat membantu untuk mencari pekerjaan,membantu mencari pekerjaan,"['membantu', 'mencari', 'pekerjaan']",bantu cari kerja,positif
"Sejauh ini nice, tp para penyedia lowongan kerja kayanya jarang buka akun mereka, masa lama bgt proses recruitment nya !!",4,positif,sejauh ini nice tp para penyedia lowongan kerja kayanya jarang buka akun mereka masa lama bgt proses recruitment nya ,nice tp penyedia lowongan kerja kayanya jarang buka akun bgt proses recruitment nya,"['nice', 'tp', 'penyedia', 'lowongan', 'kerja', 'kayanya', 'jarang', 'buka', 'akun', 'bgt', 'proses', 'recruitment', 'nya']",nice tp sedia lowong kerja kaya jarang buka akun bgt proses recruitment nya,negatif
sangat baik dan memuaskan,4,positif,sangat baik dan memuaskan,memuaskan,['memuaskan'],muas,positif
Yes oke,5,positif,yes oke,yes oke,"['yes', 'oke']",yes oke,positif
aplikasi yg bagus,5,positif,aplikasi yg bagus,aplikasi yg bagus,"['aplikasi', 'yg', 'bagus']",aplikasi yg bagus,positif
Sangat baik,4,positif,sangat baik,,[],,positif
Data saya bocor di aplikasi ini hati2 aja buat kalian semua,1,negatif,data saya bocor di aplikasi ini hati2 aja buat kalian semua,data bocor aplikasi hati2 aja,"['data', 'bocor', 'aplikasi', 'hati2', 'aja']",data bocor aplikasi hati2 aja,negatif
sangat membantu...,4,positif,sangat membantu,membantu,['membantu'],bantu,positif
Lebih berkembang terus,5,positif,lebih berkembang terus,berkembang,['berkembang'],kembang,positif
Luar biasa,5,positif,luar biasa,,[],,positif
Kurang Responsif kepada pelamar pekerjaan.,4,positif,kurang responsif kepada pelamar pekerjaan,responsif pelamar pekerjaan,"['responsif', 'pelamar', 'pekerjaan']",responsif lamar kerja,positif
Bagus,5,positif,bagus,bagus,['bagus'],bagus,positif
Mantap,5,positif,mantap,mantap,['mantap'],mantap,positif
Sangat Membantu ..,5,positif,sangat membantu ,membantu,['membantu'],bantu,positif
Semoga dapat kerjaan yang baik halal berkah,5,positif,semoga dapat kerjaan yang baik halal berkah,semoga kerjaan halal berkah,"['semoga', 'kerjaan', 'halal', 'berkah']",moga kerja halal berkah,positif
Semoga bermanfaat,5,positif,semoga bermanfaat,semoga bermanfaat,"['semoga', 'bermanfaat']",moga manfaat,positif
User experience yang simple dan sangat membantu,5,positif,user experience yang simple dan sangat membantu,user experience simple membantu,"['user', 'experience', 'simple', 'membantu']",user experience simple bantu,positif
Good job,5,positif,good job,good job,"['good', 'job']",good job,positif
Jos,4,positif,jos,jos,['jos'],jos,positif
Sangat membantu,5,positif,sangat membantu,membantu,['membantu'],bantu,positif
Baik,5,positif,baik,,[],,positif
Bagus dan banyak loker tinggal pilih keahlian kita...mudah dan gampang untuk melamar di jobstreet...,5,positif,bagus dan banyak loker tinggal pilih keahlian kitamudah dan gampang untuk melamar di jobstreet,bagus loker tinggal pilih keahlian kitamudah gampang melamar jobstreet,"['bagus', 'loker', 'tinggal', 'pilih', 'keahlian', 'kitamudah', 'gampang', 'melamar', 'jobstreet']",bagus loker tinggal pilih ahli kitamudah gampang lamar jobstreet,positif
Tidak berlangsung nya kerja tempat serius karena tidak ada yg menerima saya😡😭🥵,1,negatif,tidak berlangsung nya kerja tempat serius karena tidak ada yg menerima saya,nya kerja serius yg menerima,"['nya', 'kerja', 'serius', 'yg', 'menerima']",nya kerja serius yg terima,positif
Lumayan baik,4,positif,lumayan baik,lumayan,['lumayan'],lumayan,positif
Saya sering menemukan loker saya dari job street ini,5,positif,saya sering menemukan loker saya dari job street ini,menemukan loker job street,"['menemukan', 'loker', 'job', 'street']",temu loker job street,positif
Good,5,positif,good,good,['good'],good,positif
Sangat bagus untuk mencari pekerjaan,5,positif,sangat bagus untuk mencari pekerjaan,bagus mencari pekerjaan,"['bagus', 'mencari', 'pekerjaan']",bagus cari kerja,positif
Di awal pemakaian aplikasi.. cukup membantu... namun pertanyaan saat ini.. apakah benar2 terhubung ke setiap perusahaan saat kita melakukan apply lamaran.. semoga ajah benar2 tersampaikan dan terbukti.. sehingga menjadi aplikasinya loker yang recommended,4,positif,di awal pemakaian aplikasi cukup membantu namun pertanyaan saat ini apakah benar2 terhubung ke setiap perusahaan saat kita melakukan apply lamaran semoga ajah benar2 tersampaikan dan terbukti sehingga menjadi aplikasinya loker yang recommended,pemakaian aplikasi membantu benar2 terhubung perusahaan apply lamaran semoga ajah benar2 terbukti aplikasinya loker recommended,"['pemakaian', 'aplikasi', 'membantu', 'benar2', 'terhubung', 'perusahaan', 'apply', 'lamaran', 'semoga', 'ajah', 'benar2', 'terbukti', 'aplikasinya', 'loker', 'recommended']",pakai aplikasi bantu benar2 hubung usaha apply lamar moga ajah benar2 bukti aplikasi loker recommended,positif
Sangat membantu,5,positif,sangat membantu,membantu,['membantu'],bantu,positif
Sangat membantu,5,positif,sangat membantu,membantu,['membantu'],bantu,positif
Lumayan bagus,4,positif,lumayan bagus,lumayan bagus,"['lumayan', 'bagus']",lumayan bagus,positif
Lowongan kerjanya lengkap semuanya update dari Perusahaan yang menayangkan peluang dan kesempatan sesuai posisi yang dibutuhkan.,5,positif,lowongan kerjanya lengkap semuanya update dari perusahaan yang menayangkan peluang dan kesempatan sesuai posisi yang dibutuhkan,lowongan kerjanya lengkap update perusahaan menayangkan peluang kesempatan sesuai posisi dibutuhkan,"['lowongan', 'kerjanya', 'lengkap', 'update', 'perusahaan', 'menayangkan', 'peluang', 'kesempatan', 'sesuai', 'posisi', 'dibutuhkan']",lowong kerja lengkap update usaha tayang peluang sempat sesuai posisi butuh,positif
Sangat membantu mencari lowongan pekerjaan,5,positif,sangat membantu mencari lowongan pekerjaan,membantu mencari lowongan pekerjaan,"['membantu', 'mencari', 'lowongan', 'pekerjaan']",bantu cari lowong kerja,positif
one loveeee,5,positif,one loveeee,one loveeee,"['one', 'loveeee']",one loveeee,positif
Membantu banget,5,positif,membantu banget,membantu banget,"['membantu', 'banget']",bantu banget,positif
"Friendly to use, real time update, semoga lebih berkah buat smua, Amin.",5,positif,friendly to use real time update semoga lebih berkah buat smua amin,friendly to use real time update semoga berkah smua amin,"['friendly', 'to', 'use', 'real', 'time', 'update', 'semoga', 'berkah', 'smua', 'amin']",friendly to use real time update moga berkah smua amin,positif
sangat membantu,5,positif,sangat membantu,membantu,['membantu'],bantu,positif
Sangat membantu,5,positif,sangat membantu,membantu,['membantu'],bantu,positif
Mantap,5,positif,mantap,mantap,['mantap'],mantap,positif
how effort this site app,5,positif,how effort this site app,how effort this site app,"['how', 'effort', 'this', 'site', 'app']",how effort this site app,positif
Mantap,5,positif,mantap,mantap,['mantap'],mantap,positif
Sekarang kirim CV lebih mudah,5,positif,sekarang kirim cv lebih mudah,kirim cv mudah,"['kirim', 'cv', 'mudah']",kirim cv mudah,positif
Good,5,positif,good,good,['good'],good,positif
Banyak pilihan,5,positif,banyak pilihan,pilihan,['pilihan'],pilih,positif
Baik,5,positif,baik,,[],,positif
Sangat terbantu dengan aplikasi ini,4,positif,sangat terbantu dengan aplikasi ini,terbantu aplikasi,"['terbantu', 'aplikasi']",bantu aplikasi,positif
"Crew leader PT Reckitt Benckiser indonesia, operator di PT meiwa indonesia, operator di PT sumiden serasi wire prodact",5,positif,crew leader pt reckitt benckiser indonesia operator di pt meiwa indonesia operator di pt sumiden serasi wire prodact,crew leader pt reckitt benckiser indonesia operator pt meiwa indonesia operator pt sumiden serasi wire prodact,"['crew', 'leader', 'pt', 'reckitt', 'benckiser', 'indonesia', 'operator', 'pt', 'meiwa', 'indonesia', 'operator', 'pt', 'sumiden', 'serasi', 'wire', 'prodact']",crew leader pt reckitt benckiser indonesia operator pt meiwa indonesia operator pt sumiden serasi wire prodact,positif
Semoga beruntung kawan,5,positif,semoga beruntung kawan,semoga beruntung kawan,"['semoga', 'beruntung', 'kawan']",moga untung kawan,positif
Bagus,5,positif,bagus,bagus,['bagus'],bagus,positif
Semoga ada rezeki disini aamiin,5,positif,semoga ada rezeki disini aamiin,semoga rezeki aamiin,"['semoga', 'rezeki', 'aamiin']",moga rezeki aamiin,positif
Pakai bahasa indonesia agar lebih mudah,5,positif,pakai bahasa indonesia agar lebih mudah,pakai bahasa indonesia mudah,"['pakai', 'bahasa', 'indonesia', 'mudah']",pakai bahasa indonesia mudah,positif
Memudahkan,5,positif,memudahkan,memudahkan,['memudahkan'],mudah,positif
Ok,5,positif,ok,ok,['ok'],ok,positif
Parahh. Cuman loading doang . Ngk bisa buka apa-apa,1,negatif,parahh cuman loading doang  ngk bisa buka apaapa,parahh cuman loading doang ngk buka apaapa,"['parahh', 'cuman', 'loading', 'doang', 'ngk', 'buka', 'apaapa']",parahh cuman loading doang ngk buka apaapa,negatif
"Sangat membantu, Terimakasih jobstreet, Tapi saya belom pernah dapet kerja dari Jobstreet, Sampai saat ini..!!!",1,negatif,sangat membantu terimakasih jobstreet tapi saya belom pernah dapet kerja dari jobstreet sampai saat ini,membantu terimakasih jobstreet belom dapet kerja jobstreet,"['membantu', 'terimakasih', 'jobstreet', 'belom', 'dapet', 'kerja', 'jobstreet']",bantu terimakasih jobstreet bom dapet kerja jobstreet,positif
Sangat membantu mencari loker yg terpercaya,5,positif,sangat membantu mencari loker yg terpercaya,membantu mencari loker yg terpercaya,"['membantu', 'mencari', 'loker', 'yg', 'terpercaya']",bantu cari loker yg percaya,positif
Good,5,positif,good,good,['good'],good,positif
Sangat baik dan membantu,5,positif,sangat baik dan membantu,membantu,['membantu'],bantu,positif
Good apk,5,positif,good apk,good apk,"['good', 'apk']",good apk,positif
"Sangat membantu, terima kasih",5,positif,sangat membantu terima kasih,membantu terima kasih,"['membantu', 'terima', 'kasih']",bantu terima kasih,positif
Mantap..............,5,positif,mantap,mantap,['mantap'],mantap,positif
Sangat bermanfaat.,5,positif,sangat bermanfaat,bermanfaat,['bermanfaat'],manfaat,positif
Sangat bagus dan membantu untuk mencari keeja,5,positif,sangat bagus dan membantu untuk mencari keeja,bagus membantu mencari keeja,"['bagus', 'membantu', 'mencari', 'keeja']",bagus bantu cari eja,positif
Semoga rezeki diterima setiap apply lamaran,5,positif,semoga rezeki diterima setiap apply lamaran,semoga rezeki diterima apply lamaran,"['semoga', 'rezeki', 'diterima', 'apply', 'lamaran']",moga rezeki terima apply lamar,positif
Ternyata hal yang mudah namun susah di gapay dengan selalu melamar dan iqhtiar semua nihil dengan tidak sesuai harapan.,1,negatif,ternyata hal yang mudah namun susah di gapay dengan selalu melamar dan iqhtiar semua nihil dengan tidak sesuai harapan,mudah susah gapay melamar iqhtiar nihil sesuai harapan,"['mudah', 'susah', 'gapay', 'melamar', 'iqhtiar', 'nihil', 'sesuai', 'harapan']",mudah susah gapay lamar iqhtiar nihil sesuai harap,negatif
Baik sekali,5,positif,baik sekali,,[],,positif
Saya suka aplikasi jobstreet ini. Sangat mudah dalam pencarian kerja serta melamarnya. Namun apakah pasti dalam pangilan interview serta proses dari perusahaannya. Terimakasi,4,positif,saya suka aplikasi jobstreet ini sangat mudah dalam pencarian kerja serta melamarnya namun apakah pasti dalam pangilan interview serta proses dari perusahaannya terimakasi,suka aplikasi jobstreet mudah pencarian kerja melamarnya pangilan interview proses perusahaannya terimakasi,"['suka', 'aplikasi', 'jobstreet', 'mudah', 'pencarian', 'kerja', 'melamarnya', 'pangilan', 'interview', 'proses', 'perusahaannya', 'terimakasi']",suka aplikasi jobstreet mudah cari kerja lamar pangilan interview proses usaha terimakasi,positif
Jobstreet sangat sangat membantu bagi para pencari kerja..semoga semakin berkembang lagi terimakasih jobstreet,5,positif,jobstreet sangat sangat membantu bagi para pencari kerjasemoga semakin berkembang lagi terimakasih jobstreet,jobstreet membantu pencari kerjasemoga berkembang terimakasih jobstreet,"['jobstreet', 'membantu', 'pencari', 'kerjasemoga', 'berkembang', 'terimakasih', 'jobstreet']",jobstreet bantu cari kerjasemoga kembang terimakasih jobstreet,positif
Kenapa jobstreet saya jadi area singapore,1,negatif,kenapa jobstreet saya jadi area singapore,jobstreet area singapore,"['jobstreet', 'area', 'singapore']",jobstreet area singapore,negatif
Sangat membantu top ..,5,positif,sangat membantu top ,membantu top,"['membantu', 'top']",bantu top,positif
