content,score,Label
Akun saya setelah diperbarui tidak bisa login walaupun sudah saya konfirmasi ubah password beberapa kali via email??,1,negatif
Membantu mencari kerja dengan sangat baik dan terpercaya,5,positif
Ukuran file yh d tambahin lgi jadi 3mb jgn 2 MB kran itu terlalu kecil,2,negatif
Setwlah update serasa jadi aplikasi karbitan,1,negatif
Kurang update. Banyak lowongan yang sudah tutup tetapi masih tetap di rekomendasikan,1,negatif
Aplikasi sampah .. buat orang susah cari kerjaa .. ribett,2,negatif
Pembaruan taikk. Pas saya login cv jadi ke-reset semua,1,negatif
Ok banget,5,positif
Di aplikasi ini dari puluhan apply lamaran sama sekali gak ada panggilan... Alhamdulillah apply pake aplikasi sebelah gak lama dapet panggilan. di Apk jobstreet perusahaan cuma publish loker tapi gak dilihat perusahaan,1,negatif
Sekarang cara melihat status lamaran kerja nya dimana sih kok ilang setelah diperbarui. Jd nggak tau perkembangan lamaran di diterima atau dilihat perusahaan nya.,4,positif
klo dapat pekerjaan pasti ku kasih 5 star,5,positif
Gue lamar d jobstreet satupun gak ada kepanggil,1,negatif
Butuh tingkat kan lagi,5,positif
Mantul,5,positif
Bagus keren,5,positif
Kok tiba tiba ada wa yg menawarkan pekerjaan online dengan dalih dapat nomer wa dari aplikasi jobstreet. Waduh kok gitu?,2,negatif
"Bagus, simple dan membantu",5,positif
"Waduh saya pengguna jobsteet dah lumayan lama kenap pas d uprad jd harus donload cv donload surat lamaran itu ini,trs jadinya banyak komenan2 yg tdk enak,,,tolong d perbaiki lg ke yg biasa saja...terimakasih salam para pncari kerja",4,positif
Good job,5,positif
Setelah update akun saya tidak bisa masuk kak tolong dibantu ini,1,negatif
Exelent,5,positif
"jobstreet enakan versi kemarin ,yg versi sakarang agak lola.penampilan nya loding mulu",1,negatif
Makin keren 👍,5,positif
Semua Penawaran pekerjaan yang tersedia kebanyakan sudah kadaluwarsa sangat tidak jelas untuk digunakan dalam pencarian informasi lowongan pekerjaan,1,negatif
Cara upload foto di profil bagaimana ya? Kok di tampilan profil tidak ada ubah foto profil atau semacamnya. Malah jadi bingung,2,negatif
"Tidak bisa mengupload CV baru, Tolong diperbaiki secepatnya",1,negatif
Aplikasi apaan sih ini nglamar kerja gagal terus,1,negatif
App ok tapi entah kenapa jarang dipanggil klo melamar lewat jobstreet ini lebih sering dipanggil perusahaan klo by email atau lewat app lain,2,negatif
"Udh update mlh kga bisa d buka,,,",1,negatif
"Semoga bisa Nemu kerjaan,maksud dari kata PERBARUI itu apa",4,positif
Tim Yang punya ide pembaharuan.. sangat SAMPAH. Tampilannya justru membingungkan.. bukanNya dibiasakan.. tapi sangat ANEH. Lebih bagus antarmuka tampilan nya seperti sebelumnya. Tidak menyusahkan orang dan tau range gaji yang perusahaan tetapkan. Ini gak ada sama sekali dah tampilannya SUPER ANEH.,1,negatif
Setelah update tidak bisa lagi membuka aplikasi,5,positif
"Baik , sangat senang",5,positif
TOLONG UNTUK PENGEMBANG JOBSTREET HILANGKAN FITUR CONFIDENTAL COMPANY ATAU LAINNYA AGAR SEMAKIN TRANSPARAN DAN MENGURANGI SCAM SERTA USER LEBIH MUDAH UNTUK MELAPORKAN PERUSAHAAN TERSEBUT TERIMA KASIH,2,negatif
"Bagaimana ini jobstreet, saya mau melamar pekerjaan aja disuruh install apk lainnya , pintarnya dan Jobstreet Express, lah knp g jd 1 aja sih , bikin ribet aja , mau ngelamar kerja apa dikerjain",1,negatif
"Gak bisa di buka,harus log in lagi pdahal sudah pernah login,loginnya juga lama",1,negatif
"Setelah update malah tidak bisa login muncul pesan ""Something went wrong. Please try again later"" Waktu dicoba berulang2 muncul ""Something’s not right. We’ve sent instructions on how to reset your password to your email."" Ketika dibuka di emailnya & diklik sesuai petunjuk, menuju ke halaman kosong.",1,negatif
Sebaiknya fitur jumlah pelamar dan kualifikasi tudak dihilangkan,4,positif
Knpa gk bisa di buka sekarang aneh,1,negatif
Scam jangan download harus instal lagi apk lain.,1,negatif
"Setelah di update cv saya hilang, profile akun saya hilang, history lamaran hilang, semua data pribadi saya hilang, tolong di balikin lagi semua akun saya seperti semula",1,negatif
Selama saya menggunakan apk ini. Belum pernah ada Panggilan .. Ini apk apa akal2an aja atau gimna ya.mohon maaf saya unistal,2,negatif
Belum pernah dapat panggilan dari jobstreet,5,positif
Semoga sukses selalu jobstreet. Sangat membantu bagi pelamar kerja dan perusahaan yang membutuhkan.,5,positif
Sangat membantu dan untuk template nya tolong dipertahankan seperti saat ini karena sangat memudahkan bagi pencari kerja,5,positif
Bagus juga untuk mencari tahu tentang hal pekerjaan,5,positif
Good 👍👍,4,positif
Tidak pernah ada balasan..,1,negatif
Filternya kacau gk berfungsi,1,negatif
Nice,5,positif
Bagus bermanfaat,5,positif
Sangat membantu,5,positif
Setlah update jobstreet malah ribet ga bs lihat progress cv sdh smpe mn brp org plmar..,1,negatif
Belum ada panggilan sama sekali. Padahal sudah ngelamar banyak perusahaan .,1,negatif
Tolong dong kalo lowongan yang sudah kadaluarsa di hilangkan saja atau di tandai biar orang yang mau melamar tau lowongannya kadaluarsa atau tidak,1,negatif
Sesudah diupgrade loginnya susah banget kenapa ya,2,negatif
"Setelah di perbarui file CV ga bisa di unggah,pdhl klo ngelamar kerja harus ada CV nya waktu unggah resume ga bisa, setelah di perbarui malah kyk download ulang semua.",1,negatif
Sangat membantu.. Thank u jobstreet 👌👍,5,positif
"Skrng sdh bs log in lg karena sdh diperbaharui,mksh apk andalan 👍🏻",5,positif
"Terimakasih kepada pihak pengembang, aplikasi ini memudahkan saya melamar pekerjaan hanya dengan mengirimkan cv secara daring.",5,positif
"Terimakasih berkat jobstreet sy dpt pekerjaan. Dipanggil beberapa kali oleh interviewer juga, tinggal pipih yg sesuai.",5,positif
"Dengan yg sistem Baru ini, LEBIH SUSAH UNTUK Apply, SUSAH BANGET. MENDING PAKAI YG SESTEM LAMA. WHY Sampai kapan seperti ini? Yang sistem lama proses CEPAT SEKALI YG SISTEM BARU LELET BAHKAN DAK BISA UNTUK apply. SEGERA DI PERBAIKI BIAR LEBIH LANCAR SPT SISTEM YG LAMA, MOHON KOREKSI.",4,positif
Gk sesimpel dulu,2,negatif
Sangat bagus,5,positif
gak pernah sekalipun ke panggil.. 😂,2,negatif
"Semenjak update versi makin ga nyaman digunakan, lebih enak versi sebelumnya. Tolong di perhatikan",1,negatif
Ok,5,positif
Apk hoax,1,negatif
Kerjaannya ga up-to-date itu2 mulu,1,negatif
👍👍,5,positif
"Bahaya makin pakai jobstreet , bisa dipantau data2 identitas & mulai tak yakin",2,negatif
Mantap,5,positif
Top,4,positif
"Banyak informasi yang diberikan oleh Joobsreet, Tapi belum mendapatkan pekerjaan dari sini",5,positif
Jobstreet lebih jelas dan transparan.,4,positif
"Setelah di upgrade harusnya penaikan kualitas justru sebaliknya malah jadi penurunan kualitas, mau login pun tidak bisa.. Ampun puh sepuhhhh..",1,negatif
Kok sy tidak bisa log in lagi ke akun jobstreet sy yah? Sy sudah kirim email. Tp belum ada responnya. Bagaimana ini. Sy butuh utk bs log in kembali ke akun sy,5,positif
"Kok gak bisa login ya,padahal sudah terdaftar",1,negatif
Diperbaharui malah nambah jelek,1,negatif
Update mulu tapi gx pernah dapet panggilan dari sini,2,negatif
"Sudah update tambah ribet,sistem bekerja nampak amatir, sudah input lokasi filter pencarian malah ditampilkan di lokasi lain",2,negatif
"Setelah di perbarui malah tidak bisa login, pdhl pass sdah benar:))",2,negatif
"Suka banget sama apk versi barunya, abis di update jadi lebih mudah di akses",5,positif
Aplikasi kurang pas,1,negatif
Kenapa profil perusahaan rekruiter dihilangkan? Calon pencari kerja juga berhak tau perusahaan bergerak di bidang apa yang akan dilamar. 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️,1,negatif
"Sangat bagus sekali, saya sudah 3 kali melamar dari website ini sangat terpercaya",5,positif
"Makin di upgrade makin g jelas aplikasinya, banyak ngeshare loker baru giliran udah dilamar dapet email klo loker udah kadarluarsa padahal di aplikasi baru, asli g update",1,negatif
Tambah lama kok tambah semakin banyak aturan dan ribet,1,negatif
Karena belum dapat pekerjaan disini,1,negatif
saya lebih suka tampilan yang dulu walaupun saya sudah dapat perkerjaan di jobstreet ini. kalau tampilan lebih bagus yang dulu daripada sekarang karena lebih mudah untuk mencari pekerjaan dan bisa melihat berapa orang yang melamar,4,positif
"Setelah pembaharuan kok malah ga bisa di buka ga bisa masuk, putar putar aja sdh lebih dari 1 jam",1,negatif
"Fitur melihat jumlah pelamar sekarang kurang informatif dan UI/UX-nya juga kurang nyaman. Sebaiknya, fitur ini dikembalikan seperti semula agar lebih bermanfaat bagi para pencari kerja.",4,positif
"UI ux nya jobstreet not recommend ,parah",1,negatif
Bagus dan bermanfaat untuk mencari informasi lowongan kerja,5,positif
"Setelah di update malah makin jelek,masih bagus yang dulu. Sekarang,kita tidak bisa melihat jumlah pelamar, Kita Juga tidak bisa melihat gaji apakah dibawah, diatas,atau sesuai yang diharapkan,dan tidak bisa melihat berapa kali perusahaan melihat lamaran kita.serta kalau melamar ribet sekali,selalu ditanyakan mau memasukan cv atau tidak.",1,negatif
"Lbh bagus apk yg lama, krn yg lama ada penjelasan deskripsi pabrik, jam kerja, filter job apk baru jg tdk berfungsi, sy hy filter job dg gj diatas misal 5jt, tp yg gaji 2-3 jt malah yg keluar. Tlg kembalikan bbrp tampilan yg sdh bagus di apk lama, sy skg kesulitan dg apk baru akibat faktor diatas.",1,negatif
Good,5,positif
"Bagus yang versi lama, sebelum Seek.",1,negatif
Kok makin parah setelah update,1,negatif
Mantaaap....👍👍👍👍👍,5,positif
Aplikasi udah di update malah ga bisa login loading lama banget,1,negatif
Mau daftar loading nya 2jam dan itupun ga nongol' hdeh,1,negatif
"Tolong seleksi lagi yg benar perusahaan/tempat kerjanya. Banyak perusahaan fiktif / penipuan, tolong periksa lagi perusahaan itu ada atau tidaknya, aneh lamar jadi pelayan restoran masa disuruh dateng ke ruko",1,negatif
Tampilan lebih buruk dari sebelumnya tidak user friendly,1,negatif
"Parah ne aplikasi nya, semakin update semakin gk jelas",1,negatif
"Kenapa sih mau login aja susahharus lwt web login seek,muter putih terus hadeh pdhl dlu bisa lpgin lwt apl",1,negatif
"Ini aplikasi gimana maksudnya ya?,apa sdg pemeliharaan system?, mau login selalu ke browser, tdk bisa di aplikasi...",5,positif
udah ngelamar nunggu lama lama eh dapet notif maaf lamaran yg anda lamar sudah tutup gmn sih bener ada lowongan apa kaga?apa cuma nipu aja nih??,1,negatif
"Ini knpa aplikasi ini setelah di update gabisa dibuka loding terus,,plis ja ini kapan bisa digunakan aplikasinya?,,,padahal mo liat kelanjutan sama lamaran",1,negatif
Banyak perusahaan palsu yang nipu2. Jobstreet sebagai pihak ketiga harusnya bisa lah milah perusahaan yang bener sama yang bodong,2,negatif
Aplikasi diupdate dah semingguan eror teros,1,negatif
Mau masuk malah loading terus,1,negatif
Tidak bisa register Sangat lambat Tolong diperbaiki,1,negatif
setelah di-update tidak bisa upload cv,1,negatif
Loading mulu ya? Gak bisa login,1,negatif
Membantu mencari pekerjaan yang sesuai skill kita,5,positif
"NGK BISA LOGIN SETELAH UPDATE, DASAR BODOH",1,negatif
Ini kenapa diupgrade jadi semakin ribet yaa....astaga 🥱🥱🥱,1,negatif
Setelah update suruh login ulang tapi loadingnya lama parah,1,negatif
Sangat membantu...terimakasih..,5,positif
"Setelah update, sekarang tidak bisa login per tanggal 25/11/2023",1,negatif
Terpaksa uninstal. Karena tidak bisa login semenjak update. Tolong perbaaiki,1,negatif
"Masih bagusan Versi lama,, Pas.saya update,,lamaran sebelum² tidak bisa diliat (terbatas),, Lamaran yg di apply hanya sedikit yg bisa dicek history,, Sekarang,,saya ada dapat panggilan,,saya tidak bisa cek,,bener gak itu panggilan interview yg saya apply via Jopstreet ini.. Tolong dibantu..Tks",2,negatif
"Ga bisa log in,lewat web atau aplikasi Padahal jobstreet sangat membantu untuk mencari pekerjaan Tolong diperbaiki",1,negatif
"Saya sangat terbantu dengan aplikasi ini, sudah beberapa kali saya diterima bekerja melalui apps ini. Sangat berguna",5,positif
The best,5,positif
good,5,positif
ko sekarang ga bisa daftar pas diperbaruhi.. payah,1,negatif
Setelah upgrade ko semua data profil saya hilang resume yg di awal semua hilang.. history lamaran hilang juga.. ga bagus sama sekali setela upgrade,1,negatif
banyak lowongan kerja yang sudah lama di bagikan oleh jobstreet. malah ada lowongan kerja yang udh pd tutup tapi di jobatreet msh tersedia. capee dech,4,positif
Setelah Pembaruan saya mencoba mengupload CV baru tapi kenapa proses nya lama banget sampai sekarang gk bisa masukin CV baru nya,1,negatif
Sekarang kok gak bisa dibuka ya aplikasinya ?,5,positif
Good,5,positif
"Setelah di update jd ga bisa log in,",1,negatif
Aplikasi tidak dapat login? arahkan ke browser sama saja tidak bisa login. Perbaiki bug nya om,1,negatif
"Kita sudah melamar tapi tidak pernah ada pemberitahuan dari pihak perusahaan keterima atau tidak nya lamaran kita. Pemberitahuan nya mengenai ""lowongan sudah kadaluwarsa"" begitu mulu. Mending pakai apk Glints keterima atau tidaknya ketahuan langsung dari apk/gmail pasti ada balasan nya, ga kaya jobstreet ga ada balasan sama sekali dari perusahaan yang kita lamar",1,negatif
"Sebenernya Dalam Kualitas Design Okey Dalam Taraf Cukup. Mungkin Agar Refresh saja. Namun, Banyak Fitur Yang Malah Jadi Pengurangan Nih 1. View Pelamar Dari Tingkatan Jenjang 2. Lokasi Spesifik Perusahaan Jadi Sulit 3. Kebanyakan Rincian. Padahal Yang Awal Simple 4. Login Ga Auto Lagi Harus Buat Email (Mungkin Bug/Belum Di Fix Servernya) 5. Jadi Agak Berat Di HP yg Rada Kentang. Mungkin kalo Akses via PC/Lap Bisa Bagus Cuma ga Semua Orang Punya. Saran aja si Poin Itu Diadain Lagi Thanks🙏",2,negatif
mau ngelamar disini selalu verifikasi email terus padahal email sudah betul dan bener,1,negatif
Asisten manager,5,positif
"Udah ngelamar tapi blom di panggil"" gimana ini update pas trus"" an pembaruan tapi ke panggil kerja mah gk",2,negatif
Simple,5,positif
"Pengalaman kerja terakhir saya dari tahun 2013 sampai dengan 2022 bekerja di pabrik kelapa sawit di PT.BARUMUN AGRO SENTOSA di bagian Produksi.Jabatan terakhir sebagai Controller PKS..Lokasi kerja di Cikampak , Sumatera Utara..",5,positif
"Setelah di update, saya tidak dapat login bahkan untuk buka register lama? Bisa dikasih arahan, nnti klo sdah lncar bntang sya tingkatkn",2,negatif
Makin di update makin gk jelas orng cari lowongan job apa yg keluar apa balikin kek dulu lg woi tampilan dll,1,negatif
Diperbarui bukannya makin bagus malah bikin ribet buka dari email harus ke google play baru buka jobstreet padahal aplikasi jobstreet udah ada,1,negatif
"Tampilan setelah di update jadi ga enak lihatnya, di search nama daerah juga yang muncul lain. Kembalikan tampilan yg lama 🥲.",2,negatif
"Setelah update ko jadi gabisa masuk , error' terus",1,negatif
Kaka kenapa ya ko punya saya semenjak di pebaru ko GX bisa masuk ke aflikasi jobtreet nya mohon bantuan nya,2,negatif
ok,5,positif
Sangat berterima kasih sama aplikasi jobstreet 2 kali saya dapat pekerjaan lewat aplikasi ini,5,positif
Habis diperbarui malah nggak bisa login lagi,1,negatif
Kenapa saat saya mau login profil sya kenapa tidak muncul kolom alamat email dan kolom kata sandi?,1,negatif
Lowongan yg berkualitas,5,positif
minta update terus dan useless fitur-fitur nya...,1,negatif
Membantu.. Terimakasih,5,positif
Good,5,positif
Terima kasih jobstreet informasi loker dan pekerjaan yg sangat membantu saya.... Semoga selalu memberikan informasi pekerjaan yang bermutu dan berkualitas. Sekses selalu,5,positif
Efektif dan reliable,5,positif
"Setelah di update malah ga bisa masuk ke akun , gimana nih",1,negatif
Membantu utk mencari lapangan kerja,5,positif
Lowongan jadi presiden kok gk ada...,1,negatif
Banyak acuan untuk memilah job sesuai keinginan dan kriterianya... 👍👍,5,positif
Update apaan masuk login nya aja lama bngt,1,negatif
Setelah update akun susah masuk..😞😞,1,negatif
"Setelah update tambah rumit, lebih bagus versi sebelumnya. 1. yg sudah di lamar masih bisa dilamar. 2. Riwayat lamaran terbatas 3. Lokasi hanya bisa 1 4. Surat lamaran harus diupload ulang setiap mau apply",1,negatif
"Semenjak di upgrade saya jafi tidak bisa log in, apakah tidak suppurt untuk samsung A50s?",1,negatif
sangat terbantu,5,positif
"Untuk fitur mencari nama kandidat sama salary munculkan kembali dong susah pilah""nya",4,positif
"terakhir update fitur malah makin jelek!! gabisa liat deskripsi perusahaan, gabisa liat CV sudah di intip perusahaan atau blm, lebih ribet dan jelek. kembalikan fitur yg lamaaa!!!",1,negatif
"Di update bukan semakin baik malah semakin buruk, login susah, buat apa dowload apk kalo di alihkan ke browser dan itupun loading terus. sepertinya jobstreet sekarang terbatas di beberapa type device IOS/OS yg bisa lancar",1,negatif
Abis di update malah ilang semua,1,negatif
Sekarang log in aja susah....,1,negatif
"Sangat puas dan sangat menyenangkan, besar harapan bisa langsung dihubungi oleh rekruter.terimakasih.",5,positif
"setelah update kok malah susah log in, muter sana sini ga jelas",2,negatif
Gimana ini min? Habis di update kok makin jelek sih? Mau login aja lama loading nya padahal sinyal bagus.,1,negatif
Belum coba,5,positif
Abis pembaruan mau . Mau masuk ke akun loding nya lama banget,1,negatif
"Update malah tidak bisa login. Sudah instal ulang, tetap tidak bisa login.",1,negatif
"Wahh parah, bagus yg versi sebelumnya, setelah update malah menurun kualitasnya",1,negatif
"Gak bisa next buat melamar, login gak bisa loading",1,negatif
Makin parah. Nge leg makin tak karuan/tak jelas. Tolong di perbaiki,1,negatif
setelah update malah gak bisa login......,1,negatif
"TIDAK TER FILTER LOWONGAN YG LAMPAU, SELAMAT ANDA TERPILIH BERULANG-ULANG KALI DAN TIDAK ADA KELANJUTANNYA, SAYA MINTA TOLONG APK INI DULU NYA SANGAT MEMBANTU SEKALI, DAN SEKARANG KURANG MENGAPA? SAYA RASA APABILA TERJADI PEMBENAHAN MAKA INI APK TERBAIK, SEMOGA ANDA MEMBACA INI WAHAI DEVELOPER YANG BAIK DAN BUDIMAN, SALAM HORMAT Semenjak Update yang sekarang terlalu banyak notifikasi di Email + panjang mekanisme dalam hal pelamaran, tidak auto sistematis (Simple) dan kualitas sortir lowongan",1,negatif
Ok,5,positif
Update terus nih aplikasi,1,negatif
saya mengalami kendala saat saya melamar pada saat saya mengapply pekerjaan tapi disuruh apply lagi,1,negatif
"Maaf, sebenernya jobstreet ini bisa pasang foto profil atau engga ya?",4,positif
Semenjak update apknya semakin lambatt responnya🤧🤧🤧,1,negatif
"Setelah aplikasi diperbaiki total, saya jadi susah tau berp jumlah loker yg di buka contoh untuk hari ini posisi legal staff freshgraduate jumlah loker yg dibuka 2. Tolong kembalikan jobstreet seperti dulu lagi, kalau bisa ditambahkan fitur chat dengan hrd perusahaan",1,negatif
Setelah di update kenapa malah makin ga bisa di gunakan ini app...hadeuhhh,2,negatif
"Setelah di update terakhir (18 nop 23) kok malah ga bisa menampilkan halaman login (request mau login tdk bisa, krn halaman tdk muncul loading terus), ya praktis otomatis ga bisa pake aplikasi ini lah... Gimana ini solusinya?",1,negatif
Bagus,5,positif
"Setelah diperbarui tampilan makin jelek, rumit , susah dipahami",1,negatif
Hbs update versi terbaru langsung susa untuk log in,2,negatif
Setelah update saya malah gak bisa login . Semoga cepat diperbaiki,1,negatif
Setelah pembaruan tidak bisa login ke akun jobstreet dan di suruh untuk mengaktifkan cookies tetapi masih tidak bisa login walaupun cokies sudah akrif. Dan parahnya lagi pada saat login di aplikasi jobstreet saya sudah memasukkan email dan sandi yang benar malah muncul keterangan terjadi kesalahan. Tolong di perbarui segera. Saya sudah login beberapa kali lewat aplikasi maupun browser dan mengaktifkan cokies masih tetap tidak bisa,1,negatif
"Update aplikasi yg ini, sangat jelek karena tidak bisa lanfsung link ke email utk opennya harus lewat browser dulu, lalu ada pesan button lanjut aplikasi jobstreet, lalu buka playstore dulu baru buka aplikasi jobstreet gimana itu? Aplikasi sebelumnya bisa langsung daru notifikasi dari email diklik langsung membuka aplikasi jobstreet. Ini pasti ada kesalahan besar di update aplikasi yg ini ????",1,negatif
Kembalikan jobstreet yang dulu :( sekarang kek ribet banget lebih enak jobstreet yang dulu,4,positif
Apabila ada peluang kabari saya by mail,4,positif
"Setelah di update bukan makin bagus malah makin kacau, tidak bisa filter berbagai kota dalam sekali cari, tidak bisa melihat jabatan apa yang di butuhkan perusahaan, untuk sampai lamaran terkirim saja harus ada beberapa proses, lebih baik pakai versi yang lama saja daripada menyulitkan pengguna",1,negatif
after update I can't log in back 🙃,1,negatif
Hallo Jobstreet....ada apa dengan kamu ?! Kenapa setelah di upgrade malah mengalami kemunduran...? Saya ingin membuka akun saya tapi loading terus... Sungguh payah. Maaf Bintang nya saya turun kan dari 5 ke 1 ya. Terima kasih,1,negatif
Kerennnn selalu dan sukses,5,positif
Kenapa begitu di update saya tidak bisa masuk lg? Tolong bantu saya open lg akun saya,1,negatif
kenapa susah banget si mau login? abis update gabisa bisa nih login akun buat ngelamar min,5,positif
"Setelah diperbaharui mau masukin aku malah lemot, bukannya makin bagus malah makin lemot",1,negatif
Sejak update malah GK bsa login...aneh bgt malah ngeblenk...,2,negatif
Berpengalaman10 tahun dari driver,5,positif
Sangat membantu sekali,5,positif
Aplikasi seperti tidak ada kepastian,1,negatif
Kenapa skrg banyak update yah developer,5,positif
"Pembaruannya ok, cuman riwayat pekerjaannya ga bisa di hapus kah? Adanya pilihan ubah doang, mo hapus tp ga bisa",4,positif
"Hadeeehhh, update ui baru skrg nyari history lamaran jadi ada batasnya, gk bisa liat yg lebih lama. Padahal PENTING. Tiba ada panggilan, bisa ngecek dulu bener gk gue ngelamar di PT ini, bisa persiapan lihat jobdescnya. SKRG JADI GK BISA .",1,negatif
"Setelah updet ribet , saya suka dulu karna simple, Slogan indonesia kalau ada yang ribet kenapa di buat gampang 🤣",1,negatif
Setelah diupdate kok malah gak bisa login? Muter² terus,4,positif
"Jobstreet sukses selalu berkarya,,,,,mantaaaaaaapppppp,,,,,,",5,positif
"Disuruh update, sudah update malah gak bisa login",1,negatif
"Saya pernah pkl 6 bulan selama menempuh pendidikan s1.. bekerja admin lampung news paper, marketing home credit ( teleseles), oprator blistering, stripsealing, oprator cetak prosuksi PT. Bayer indonesia",5,positif
Terimakasih,5,positif
Good,5,positif
"Setelah update kok malah gak bisa login ?? Buffering terus mau di aplikasi ataupun google, bagaimana ini tolong diperbaiki",1,negatif
Good,5,positif
Good,5,positif
Tampilan Baru Malah Ribet tidak seperti dlu,1,negatif
Kenapa setelah pembaharuan malah susah masuk di jobstret,2,negatif
Setelah update malah g bisa login,1,negatif
"Cukup membantu, tapi sayang kenapa update terakhir ini untuk hari kerjanya malah di hilangkan, jadi gak tau itu perusahaan yg mau kita lamar 5hr kerja atau 6hr kerja",4,positif
Kenapa hbis d update lokernya tidak sebanyak sebelum update,2,negatif
"Saya tidak bisa masuk ke akun baru kenapa ya?, Sekarang 18/03/2023 sudah bisa, terimakasih atas responnya dan saya berikan bintang 5 yang awalnya bintang 3 🙏, 22/11/23 kenapa sudah diperbaharui kok tidak bisa masuk?",5,positif
"sesudah di updet knpa gak bisa masuk ya, padahal sebelum di updet aman dan bagus gampang buat ngelamar tapi semenjak di updet aku gak bisa lagi lamar kerja + susah buat masukin akun.",2,negatif
"Setelah di-update, info di dalamnya jadi ga sejelas sebelumnya. Jadi cuma sedikit bgt keterangannya. Makin nurun inimah",1,negatif
Kenapa msuk loading mlu padahal paket internetan kenceng sinyal pun penuh,1,negatif
Good,5,positif
"Sruh update, pas di update malah login lagi pas login pasw+ email salah. Pdhal udah pke dr th 2009 . Anehhh bgt",2,negatif
Setelah di update kok gabisa digunakan ya? Bahkan login aja gabisa. Benerin server kalian dong ini,1,negatif
sangat memuaskan,5,positif
Saya memdapatkan banyak rizky dari sini,5,positif
"Daromi Domisili : BSI blok G 1 no 46 RT 001/012 Pengasinan Sawangan Depok. Tpt,/tgl lahir Boyolali 19 / 06 /1966,Bekerja di Bursa Efek Indonesia selama 25 tahun sebagai security Pendukung Pusdiklat sec Garda,lidho, penanganan kebakaran PT Baroon dll",5,positif
sudah 20 lebih melamar ga ada hasil bintang 1 aja yahh,1,negatif
Update baru justru membuat aplikasi semakin jelek dan menyusahkan user dalam apply kerja tidak seperti dulu,1,negatif
000000000000000⁰⁰⁰0⁰000⁰ug cc,5,positif
"Ada gangguan apa gimna saya masuk ga bisa, loading trrus",1,negatif
Masih menunggu hasil dan bukti,4,positif
Lowongan banyak di isi para headhunter,4,positif
Jelek jobstreet yang sekaarang mau log in aja lelet banget gabisa masuk gausalah di alihin ke web lamaa !!!!!!,1,negatif
Setelah di update aplikasinya. Lelettttttr bangat,1,negatif
"Kacau, setlah update 18nov kemaren, yg berubah hanya tampilan. Info tentang perusahaan hilang, padahal itu sangat penting. membuat kami ragu ""ini perusahaan apa"",""bergerak dibidang apa"", bagian penting itu malah hilang, digantikan dengan video yutub yg kegunaannya minim sekali. Tolong info perusahaan n persyaratan pendidikan ditampilkan kembali. Jobstreet terkenal krn informasinya lengkap dan valid,skrg malah spti ikutan mau jadi penipu loker dgn menhilangkan bagian penting. Tolong perbaiki pak",1,negatif
"Sekarang ribet,drpd yg dulu",2,negatif
Recom buat para pencari kerja,5,positif
Gak bisa log in. Loading terus,1,negatif
"Habis diupdate malah mau login malah buffering , padahal jaringan bagus",1,negatif
"Aplikasi yang Okey dan Real untuk job seeker,saya sudah 3x dapat job dari aplikasi Jobstreet.Thx U Jobstreet👍🙏",5,positif
nice,5,positif
Mantaf,5,positif
Setelah update aplikasi logout sendiri.Aplikasi sudah tidak bagus untuk digunakan.Karena seringkali Update.,1,negatif
"Filterannya tolong benerin, saya filter daerah tangerang dan berdasarkan lowongan terbaru eh yg keluar malah daerah jakarta dan jawabarat kalau untuk berdasarkan lowongan terbarunya dah oke muncul sesuai request tp untuk wilayahnya masih ngaco.",2,negatif
"thanks for jobstreets,good jobs",5,positif
Ok,5,positif
Kena sesudah upgrade tidak bisa masuk malah louding terus kaya hp ga ada internetnya,2,negatif
good,5,positif
Saya 2 kali kerja karna aplikasi ini dn perusahaanya PT besar,5,positif
"Loadingnya lamaaaaaa..... aplikasinya makin berat... udah gitu gak praktis,waktu mau kirim lamaran harus 4 x klik, bagusan yg sebelumnya sekali klik langsung terkirim",1,negatif
Ini kenapa akun saya tiba2 tidak bisa digunakan ? ...tidak bisa login ? ...,1,negatif
Semoga makin luar biasa,5,positif
Sangat membantu para pencari kerja,5,positif
Knp adain upload surat lamaran!! setiap user kan surat lamarannya udah jadi satu sama cv resum berbentuk pdf. Upload surat lamaran lagi malah bikin lama...button upload surat lamaran di tutup aja develop.,2,negatif
Akun hilang setelah update,1,negatif
"Kacau semenjak update ke versi terbaru data ilang, ngga bs masuk",1,negatif
"Parah .. aplikasi di hp logout sendiri, setelah di install ulang diplaystore malah ngga mau nginstall Buka selalu lewat web Setelah update sistem 18 nov 2023, aplikasi malah kacau akun ilang suruh daftar ulang, pas bs masuk dg email sebelumnya malah data blank kaya daftar pengguna baru lagi, history dll bersih ... Hadeeeuh",1,negatif
"Udah bagus yang lama, malah maksa suruh update. Sekarang login aja susah, mana design tampilannya kaya buatan anak sd",1,negatif
Kenapa jadi di web sekarang?? gak enak banget pakainya,2,negatif
Jobstreet semakin baik dan bermutu juga tepat sasaran Terimakasih,5,positif
Memudahkan para pencari kerja untuk mendapatkan pekerjaan sesuai kemampuannya..,5,positif
Sangat membantu,5,positif
"Abis update malah kurang bagus dan aneh jadinya, lebih bagus sebelum di update",1,negatif
Ok,5,positif
Aplikasinya agak ribet sekarang yaaa CV harus upload padahal sudah di upload ribet deh,1,negatif
Bagus,5,positif
