content,text_tokens_stemmed,Label,Label NB,Label NB Average,Label SVM,Label SVM Average
Pembaruan mulu bosen,baru mulu bosen,negatif,negatif,negatif,negatif,negatif
"Abis di perbaurin buat login jadi susah,,,udh berhasil login malah di suru masuk or daftar Udah daftar tampilan masih sama Udah masuk make akun yg lama tampilan tetep sama Gaje sumpah Turun B1 Sory",abis perbaurin login susahudh hasil login suru masuk or daftar udah daftar tampil udah masuk make akun yg tampil tetep gaje sumpah turun b1 sory,negatif,negatif,negatif,negatif,negatif
"Knp ga bisa dibuka sekarang , udah dikomplain berkali kali ga ada perubahan",knp ga buka udah komplain kali kali ga ubah,negatif,negatif,negatif,negatif,negatif
Loker yg sudah kadaluarsa masih aja ditampilkan.,loker yg kadaluarsa aja tampil,negatif,negatif,negatif,negatif,negatif
"Semua data-data sebelumnya pada terhapus dan file nya pun hilang, pembaharuan tapi malah makin membingungkan",datadata hapus file nya hilang baharu bingung,negatif,negatif,negatif,negatif,negatif
Ok tks,ok tks,positif,positif,positif,positif,positif
"password selalu salah saat login, padahal sudah di ganti password baru tetep salah terus",password salah login ganti password tetep salah,negatif,negatif,negatif,negatif,negatif
"Katanya aplikasi lowongan kerja tapi semua bohong, setiap ada lowongan pekerjaan dan dilamar, dua hari kemudian ada email yg masuk dari lamaran jobstreet ini kalau lamaran kadaluwarsa, mending satu ini semua lowongan dijawab kadaluwarsa, keterlaluan😡Sementara kita melamar dengan pengharapan dapat masuk berharap banyak tapi zoonk saya menghimbau tidak usah di donlod aplikasi sampah seperti ini, pelecehan namanya bagi semua pejuang pencari kerja.",aplikasi lowong kerja bohong lowong kerja lamar email yg masuk lamar jobstreet lamar kadaluwarsa mending lowong kadaluwarsa keterlaluansementara lamar harap masuk harap zoonk menghimbau donlod aplikasi sampah leceh nama juang cari kerja,negatif,negatif,negatif,negatif,negatif
Aplikasi buruk. tak ada lowongan yang jelas. hanya supaya banyak pengunjung aja ini aplikasi. kerjaan tidak ada yg benar benar menerima lowongan,aplikasi buruk lowong unjung aja aplikasi kerja yg terima lowong,negatif,negatif,negatif,negatif,negatif
BALIKKAN KE VERSI LAMA AJA!! DIPERBARUI BUKANNYA BAGUS MALAH JELEKK!! LEBIH BAGUS VERSI LAMA DARI SEGALA SESUATUNYA!!,balik versi aja baru bagus jelekk bagus versi,negatif,negatif,negatif,negatif,negatif
"Suka sama aplikasi jadi mempermudah mencari lowongan semua fitur berjalan dengan baik,banyak loker nya juga",suka aplikasi mudah cari lowong fitur jalan baikbanyak loker nya,positif,positif,positif,positif,positif
Bikin bingung,bikin bingung,negatif,negatif,negatif,negatif,negatif
"Teryata jobstreet sudah jelek banget sekarang, akun sudah tidak bisa masuk lagi. Bukan lebih bagus,teryata kualiatasnya buruk sekali. Selamat tinggal jobsteet akan saya hapus dulu aplikasi ini. Akan saya download lagi setelah aplikasi ini sudah benar sistemnya. Mohon perbaikan aplikasinya. Sumpah buruk banget🙋‍♂️🙋‍♂️🙋‍♂️🙋‍♂️",teryata jobstreet jelek banget akun masuk bagusteryata kualiatasnya buruk selamat tinggal jobsteet hapus aplikasi download aplikasi sistem mohon baik aplikasi sumpah buruk banget,negatif,negatif,negatif,negatif,negatif
Operator forklift.,operator forklift,positif,positif,positif,positif,positif
Bagus,bagus,positif,positif,positif,positif,positif
"APLIKASI KONTOLLL ,,MAKAH BERUBAH² PENGATURANYA ,",aplikasi kontolll makah ubah pengaturanya,negatif,negatif,positif,negatif,positif
Gak bisa login sudah saya kirim via email tapi tidak ada tanggapan,gak login kirim via email tanggap,negatif,negatif,negatif,negatif,negatif
Pembaruan jadi berubah data saya hilang semua,baru ubah data hilang,negatif,negatif,negatif,negatif,negatif
"Mohon maaf ini, ga bisa login ga bisa apply juga",mohon maaf ga login ga apply,negatif,negatif,negatif,negatif,negatif
Bisa balik ke tampilan sebelumnya aja ga sih . Yg skrang bikin bingung untuk liat loker dan filternya,tampil aja ga sih yg skrang bikin bingung liat loker filter,negatif,negatif,negatif,negatif,negatif
"Saya pengguna setia jobstreet, tapi untuk kali ini saya kecewa dengan perubahan yang terbaru nya,,pencarian jadi susah di pahami, lowongan kerja yang keluar cuma sedikit, apply lamaran jadi ribet,,masih bagus versi yang lama, yang baru buat saya terlalu susah untuk di pahami dan tampilannya sangat membingungkan..tolong donk di rubah ke versi yang lama aja,,terima kasih",guna setia jobstreet kali kecewa ubah baru nyapencarian susah paham lowong kerja apply lamar ribetmasih bagus versi susah paham tampil membingungkantolong donk rubah versi ajaterima kasih,negatif,negatif,negatif,negatif,negatif
"Sekarang sudah tidak bisa liat berapa orang yang melamar, hehe",liat orang lamar hehe,positif,negatif,negatif,positif,negatif
"Pembaruannya gak jelas, enakan tampilan yang lama",baru gak enak tampil,negatif,negatif,negatif,negatif,negatif
"Setelah pembaruan makin tidak jelas tidak bisa login ditolak terus harus lewat chrome tetep sama, lebih enak versi sebelumnya.",baru login tolak chrome tetep enak versi,negatif,negatif,negatif,negatif,negatif
"Interface terbaru sangat bagus dan membantu proses melamar. Ya walau sejauh ini blm pernah dipanggil kerja dari JobStreet, tapi setidaknya ada platform gratis yg tawarkan ribuan lowongan tiap hari, mana makin ke sini tampilannya makin oke dan sudah sangat minim bug 👍👍. Tapi fitur yg kasih tunjuk pekerjaan yg dilamar sesuai dengan ekspektasi gaji sayangnya sudah tidak ada jadi hanya bisa liat gaji dari loker yg cantumkan nominal berapa.",interface baru bagus bantu proses lamar ya blm panggil kerja jobstreet platform gratis yg tawar ribu lowong tampil oke minim bug fitur yg kasih kerja yg lamar sesuai ekspektasi gaji sayang liat gaji loker yg cantum nominal,positif,positif,positif,positif,positif
wwww wwa Wllwwwla Lwl LwlLw W L awlwlL La Llw W Lw wawwlwlwawwlwllwl W L L l L WAl L L Ll Wa Oa L L Ll A L Lal WWw,wwww wwa wllwwwla lwl lwllw w l awlwll la llw w lw wawwlwlwawwlwllwl w l l l l wal l l ll wa oa l l ll a l lal www,negatif,negatif,positif,negatif,positif
sangat memuaskan,muas,positif,positif,positif,positif,positif
Cari loker driver di pemerintahan,cari loker driver perintah,positif,positif,positif,positif,positif
"Kenapa saya tidak bisa masuk setelah upgrated? Pdahal saya sudah memasukan email yg bner,dan keterangannya tidak dapat membuat dirimu masuk",masuk upgrated pdahal pasu email yg bnerdan terang diri masuk,negatif,negatif,negatif,negatif,negatif
Langsung uninstall...menunya ribet sulit dimengerti dan gak bisa di filter,langsung uninstallmenunya ribet sulit erti gak filter,negatif,negatif,negatif,negatif,negatif
Good,good,positif,positif,positif,positif,positif
Setelah pembaharuan jadi kacau semua akun gak bisa masuk lagi padahal id sama sandi udah pas..,baharu kacau akun gak masuk id sandi udah pas,negatif,negatif,negatif,negatif,negatif
"Goo,simple and easy to use",goosimple and easy to use,positif,positif,positif,positif,negatif
"Knp ga support ya di hp sy error Something went wrong. Please try again later., di hp vivo sy ga bs login tp di hp android anak sy bs, mohon di perbaiki",knp ga support ya hp sy error something went wrong please try again later hp vivo sy ga bs login tp hp android anak sy bs mohon baik,negatif,negatif,negatif,negatif,negatif
"Sangat membantu, terimakasih.",bantu terimakasih,positif,positif,positif,positif,positif
Good,good,positif,positif,positif,positif,positif
"Ini diupdate tidak bisa dibuka , muter muter trus",diupdate buka muter muter trus,negatif,negatif,negatif,negatif,negatif
Bukankah perbaikan harus nya lebih baik ??! Kenapa harus sering update,baik nya update,negatif,negatif,negatif,positif,positif
Kenapa ya setelah pembaruan tidak bisa login,ya baru login,negatif,negatif,negatif,negatif,negatif
"Saya kira bakal lebih lengkap, lebih gampang, eh gataunya malah lebih ribet. Filter pencarian dari 1 hari, 3 hari, seminggu, malah ga tersedia. Langsung uinstal lagi.",lengkap gampang eh gataunya ribet filter cari 1 3 minggu ga sedia langsung uinstal,negatif,negatif,negatif,negatif,negatif
"Tidak bs short dari lokasi, range gaji, sangat bikin lama. Kasih tau kalau udah lebih baik, saya kasih bintang 5",bs short lokasi range gaji bikin kasih tau udah kasih bintang 5,negatif,negatif,negatif,negatif,negatif
Bermanfaat,manfaat,positif,positif,positif,positif,positif
Setelah di update aplikasi ngk jelas.. Lebih bagus versi sebelumnya,update aplikasi ngk bagus versi,negatif,negatif,negatif,negatif,negatif
Update yang tidak berguna. Tambah update tambah ribet,update guna update ribet,negatif,negatif,negatif,negatif,negatif
Oke,oke,positif,positif,positif,positif,positif
Kok saya tidak dapat login ke akun jobstr saya? Aplikasi error,login akun jobstr aplikasi error,negatif,negatif,negatif,negatif,negatif
Oke aplikasinya,oke aplikasi,positif,positif,positif,positif,positif
"1000:1 yg bakalan d proses untuk interview, paling2 cuman muncul notif lowongan telah di tutup..",10001 yg d proses interview paling2 cuman muncul notif lowong tutup,negatif,negatif,negatif,negatif,positif
"Pembaruannya malah jadi burik gini bagusan yang lama ,yang versi baru malah tidak fast respon tanggapannya ke perusahaan bagusan yang lama",baru burik gin bagus versi fast respon tanggap usaha bagus,negatif,negatif,negatif,negatif,negatif
"Payah! Lowongan yang dibuka rata rata lebih dari 7 hari semua, bahkan ada yg 30 hari lebih. Dan jawaban dari email selalu "" LAMARAN DITUTUP"". Tolong dong di benahin sistem nya..",payah lowong buka 7 yg 30 email lamar tutup tolong benahin sistem nya,negatif,negatif,negatif,negatif,negatif
Gasuka dng tampilan yg skr...,gasuka dng tampil yg skr,negatif,negatif,negatif,negatif,negatif
aplikasi jobseeker yang tidak sesuai dan jenis lowongan pekerjaan yang sudah tidak valid.,aplikasi jobseeker sesuai jenis lowong kerja valid,negatif,positif,positif,negatif,positif
"Sebenarnya yg dicari para recruiter ini spek gmn sih ??? Prasaan udh upload berkas dr 8 bulan yg lalu ga ada kemajuan dan ga ada progress lebih ,padahal yg dilamar sekelas operator pakai ijasah s1 ,bolakbalik ganti model cv dll hasilnya zonk. Atau cv nya ga nyampe di HRD ??",yg cari recruiter spek gmn sih prasaan udh upload berkas dr 8 yg ga maju ga progress yg lamar kelas operator pakai ijasah s1 bolakbalik ganti model cv dll hasil zonk cv nya ga nyampe hrd,negatif,negatif,negatif,negatif,negatif
Mantab,mantab,positif,positif,positif,positif,positif
"Upgrade yang sangat bagus sekali.. tapi kalo d buka di web kita ga bisa tau kompetitor pelamar berapa jumlah yg sudah melamar, berapa orang pendidikan lebih tinggi atau lebih rendah dan setara.. sama sudah berapa kali lamaran kita di lihat oleh perusahaan",upgrade bagus kalo d buka web ga tau kompetitor lamar yg lamar orang didik rendah tara kali lamar lihat usaha,positif,negatif,negatif,positif,negatif
Mentor,mentor,positif,positif,positif,positif,positif
"Mohon min ditambahi flagging status jumlah pelamar di setiap job list biar saya tau jumlah pelamarnya, lalu jg ditambahin status kalo di rejected di list jobnya, jadi GK submit ulang ,kalo gak ditandain pelamar bingung,itu2 yg muncul padahal udah sempet apply cuma gara2 gaada statusnya jdi malah re-submit lgi.dikasih flagging color di list yg reject ,process review.",mohon min tambah flagging status lamar job list biar tau lamar jg ditambahin status kalo rejected list jobnya gk submit ulang kalo gak ditandain lamar bingungitu2 yg muncul udah sempet apply gara2 gaada status jdi resubmit lgidikasih flagging color list yg reject process review,positif,negatif,negatif,positif,negatif
tidak bisa login,login,negatif,negatif,negatif,negatif,negatif
Sangat membantu,bantu,positif,positif,positif,positif,positif
"Sangat membantu dan memudahkan pelamar, majubterus jobstreet",bantu mudah lamar majubterus jobstreet,positif,positif,positif,positif,positif
"Gabisa login terus, sampe udah reset password, tetep aja balik lagi bali lagi harus login.",gabisa login sampe udah reset password tetep aja bal login,negatif,negatif,negatif,negatif,negatif
Sangat membantu,bantu,positif,positif,positif,positif,positif
"Setelah update tampilannya ngeblank, lemot gak muncul2. Gimana bisa dapat kerja? Uninstall aja cuma buang2 kuota.",update tampil ngeblank lot gak muncul2 gimana kerja uninstall aja buang2 kuota,negatif,negatif,negatif,negatif,negatif
Lengkap dan update,lengkap update,positif,negatif,negatif,positif,negatif
Ok,ok,positif,positif,positif,positif,positif
"Pembaharuan terus, bukannya makin bagus malah makin aneh, gak jelas aplikasinya",baharu bagus aneh gak aplikasi,negatif,negatif,negatif,negatif,negatif
bisa ga bro berhenti ngasih notif ke gmail gua? bikin keliru aja. notif panggilan kerja jadi kecampur sama notif gajelas lu,ga bro henti ngasih notif gmail gua bikin keliru aja notif panggil kerja campur notif gajelas lu,negatif,negatif,negatif,negatif,negatif
"Mengecewakan, sekarang tidak ada filter range gaji, waste time untuk proses recruitment untuk kandidat & recruiter yang pasti tidak akan deal diproses akhir...",kecewa filter range gaji waste time proses recruitment kandidat recruiter deal proses,negatif,negatif,negatif,negatif,negatif
Tolong di sortir Lowongan kerja sampah penipuan.. banyak bgt penipuan di sini,tolong sortir lowong kerja sampah tipu bgt tipu,negatif,negatif,negatif,negatif,negatif
MALAH RUWET !!!!,ruwet,negatif,negatif,positif,negatif,positif
"Sejak update aplikasi jadi lebih ribet, maaf di uninstall",update aplikasi ribet maaf uninstall,negatif,negatif,negatif,negatif,negatif
Keren👍,keren,positif,positif,positif,positif,positif
Ribet,ribet,negatif,negatif,negatif,negatif,negatif
Sampai saat ini sangat membantu,bantu,positif,positif,positif,positif,positif
Setelah di update malah gabisa di buka 🙂,update gabisa buka,negatif,negatif,negatif,negatif,negatif
OK,ok,positif,positif,positif,positif,positif
"Sangat buruk, lebih bagus tampilan awal ..mengembangkannya entah terlalu pintar atau memang bodoh!! Fitur sekarang banyak membingungkan",buruk bagus tampil kembang pintar bodoh fitur bingung,negatif,negatif,negatif,negatif,negatif
"Kenapa jadi susah buka apk di gadget ya setelah pembaruan. Malah dialihkan ke Chrome dan semua yang diperlukan sudah sesuai mulai email dan password tp selalu muncul tulisan something went wrong, try again later. Sudah try agajn berhari-hari juga masih sama. Bagusan apk sebelumnya..",susah buka apk gadget ya baru alih chrome sesuai email password tp muncul tulis something went wrong try again later try agajn berharihari bagus apk,negatif,negatif,negatif,negatif,negatif
Sangat membantu dalam mencari pekerjaan,bantu cari kerja,positif,positif,positif,positif,positif
New version is suck! large load time when search job lol and new UI is very confusing me!,new version is suck large load time when search job lol and new ui is very confusing me,negatif,positif,positif,negatif,positif
Setelah di perbarui akun hilang.,baru akun hilang,negatif,negatif,negatif,negatif,negatif
"Dari email mendapatkan info kerja, tapi harus ke browser dulu, lalu baru ke aplikasi, kenapa ga otomatis seperti dulu? Ribet amat skrg",email info kerja browser aplikasi ga otomatis ribet skrg,negatif,negatif,negatif,negatif,negatif
Gak ada satupun yang kepanggil. Aplikasi apaan nih,gak satu panggil aplikasi nih,negatif,negatif,negatif,negatif,negatif
Jadi ribed..,ribed,negatif,negatif,positif,negatif,positif
"UPDATE SAMPAH!!! Sortir wilayah, lari kemana mana. Sortir gaji juga. Makin ribet buat orang cari lowongan.",update sampah sortir wilayah lari mana sortir gaji ribet orang cari lowong,negatif,negatif,negatif,negatif,negatif
Komunikatif untuk pencari kerja,komunikatif cari kerja,positif,positif,positif,positif,positif
"Terima kasih telah menjadi saluran media pencari kerja, saya kasih bintang 5 walaupun app ya dah ga jelas. Setelah pembaruan, langsung keluar sendiri. Trus mau login lagi ga bisa, Muterrr terus, ditungguin sampai lamapun tetap gitu. Sya pikir ini signal atau masalah paket kali ya.. ternyata buka app lain, YouTube dan medsos lainnya lancar aja.. ternya ta aplikasi ini aja yg bermasalah. Setelah log out ga bsa sign in lagi. Jadinya saya memutuskan uninstall",terima kasih salur media cari kerja kasih bintang 5 app ya dah ga baru langsung trus login ga muterrr ditungguin lama gitu sya pikir signal paket kali ya buka app youtube medsos lancar aja ter ta aplikasi aja yg masalah log out ga bsa sign in putus uninstall,positif,negatif,negatif,negatif,negatif
"Kecewa banget sama tampilan yg sekarang. Mending kaya dulu, yang dulu lebih mudah dipelajari dari segi pelamar dan rekruter.",kecewa banget tampil yg mending kaya mudah ajar segi lamar rekruter,negatif,negatif,negatif,negatif,negatif
Kren,kren,positif,positif,positif,positif,positif
Pelaksana pròyek dan pengawas K3 Umum,laksana pryek awas k3,positif,positif,positif,positif,positif
selalu login dan juga kalau buka dari email ke browser dulu untuk update ya. sebelum update dulu buka dari email langsung buka ke aplikasi,login buka email browser update ya update buka email langsung buka aplikasi,negatif,negatif,negatif,negatif,negatif
"Versi yang sekarang malah lebih jelek,, kenapa gak ada lagi buat shortir daerah nya,,kan repot harus scroll semua lowongan lagi Sabang sampai Merauke,,",versi jelek gak shortir daerah nyak repot scroll lowong sabang merauke,negatif,negatif,negatif,negatif,negatif
Aplikasi yang bermanfaat,aplikasi manfaat,positif,positif,positif,positif,positif
"Sangat membantu, info akurat dan hoky",bantu info akurat hoky,positif,positif,positif,positif,positif
Sangat bagus aplikasi whatsappnya bosqeu,bagus aplikasi whatsappnya bosqeu,positif,positif,positif,positif,positif
Aplikasi sering merefresh sendiri ketika ditinggal ke aplikasi lain. Jadi ribet harus mencari terakhir apa yang dibuka,aplikasi merefresh tinggal aplikasi ribet cari buka,negatif,negatif,negatif,negatif,negatif
Sangat membantu dalam mencari pekerjaan,bantu cari kerja,positif,positif,positif,positif,positif
Khusus Jobstreet versi Terbaru !!! Sangat bagus sekali developer yg membuatnya. rasanya ingin uninstal.,khusus jobstreet versi baru bagus developer yg buat uninstal,negatif,negatif,negatif,negatif,negatif
tidak bisa masuk akun jobstreet,masuk akun jobstreet,negatif,negatif,negatif,negatif,negatif
Aplikasi abal² 100 lebih apply lamaran ngk ada respon n tanggapan,aplikasi abal 100 apply lamar ngk respon n tanggap,negatif,negatif,negatif,negatif,negatif
masih blm paham klau ada lamaran yg kita lamar balasan nya,blm paham klau lamar yg lamar balas nya,positif,positif,negatif,positif,negatif
Buruk bgt mau lamar kerja tapi selalu eror saran jgn di download deh,buruk bgt lamar kerja eror saran jgn download deh,negatif,negatif,negatif,negatif,negatif
Bagus sangat bermanfaat,bagus manfaat,positif,positif,positif,positif,positif
sekelas jobstreet masih aja ada loker penipuan,kelas jobstreet aja loker tipu,negatif,negatif,negatif,negatif,negatif
"Bagus versi yang dulu, yang pembaharuan sekrang membingungkan, ribet.",bagus versi baharu sekrang bingung ribet,negatif,negatif,negatif,negatif,negatif
"Tampilan sangat tidak user friendly, background hitam sangat tidak nyaman. Lebih bagus versi sebelumnya.",tampil user friendly background hitam nyaman bagus versi,negatif,negatif,negatif,negatif,negatif
"sampah banget pembaruan jobstreet ini,makin upgrade makin ga bener dan ga bisa di pake,log in ga bisa ,klik ga bisa . heran ... mending delet aja ,aplikasi ga mutu .",sampah banget baru jobstreet inimakin upgrade ga bener ga pakelog in ga klik ga heran mending delet aja aplikasi ga mutu,negatif,negatif,negatif,negatif,negatif
"Apaan Perusahaan2 nya iseng buat lowongan, biar ramein aplikasi ini aja.. Minimal kenain sanksi lah buat admin perusaan nya kalau lamaran kita yg sama sekali gak di liat.",perusahaan2 nya iseng lowong biar ramein aplikasi aja minimal kenain sanksi admin rusa nya lamar yg gak liat,positif,negatif,negatif,positif,negatif
"Masih banyak perusahaan yang muncul di Jobstreet, namun ternyata sudah kadaluarsa. Sebaiknya iklan lowongan pekerjaan yg sudah kadaluarsa lebih baik tidak dimunculkan",usaha muncul jobstreet kadaluarsa iklan lowong kerja yg kadaluarsa muncul,negatif,negatif,negatif,negatif,negatif
Gatel,gatel,negatif,negatif,positif,negatif,positif
Sangat membantu untuk mencari pekerjaan,bantu cari kerja,positif,positif,positif,positif,positif
Maaf setelah d update kok malah ga bisa masuk/ log in...tolong d benerin aplikasinya...,maaf d update ga masuk log intolong d benerin aplikasi,negatif,negatif,negatif,negatif,negatif
"Tim creativenya melakukan update kemunduran.lebih bagus versi yang lama,versi yang sekarang sama jeleknya dengan aplikasi kompetitor.cari kerja sudah sulit jobstreet andalanku malah aneh² aja anjirr ;(",tim creativenya update kemunduranlebih bagus versi lamaversi jelek aplikasi kompetitorcari kerja sulit jobstreet andal aneh aja anjirr,negatif,negatif,negatif,negatif,negatif
Mantaaap,mantaaap,positif,positif,positif,positif,positif
"Min loker loker yang sudah kadaluarsa kenapa masih terpampang aja,,saya lamar beberapa perusahaan yang tersedia di sini,2 minggu baru ada notifikasi,perusahaan yang anda lamar sudah kadaluarsa tidak menerima lamaran lagi,,PHP sama orang yang bener² sedang membutuhkan pekerjaan.",min loker loker kadaluarsa pampang ajasaya lamar usaha sedia sini2 minggu notifikasiperusahaan lamar kadaluarsa terima lamar lagiphp orang bener butuh kerja,negatif,negatif,negatif,negatif,negatif
"Ini tim pembaruan nya mikir apasi?ngapain di samain sama seek?mana musti re-upload data lagi , histori sebelumnya hilang juga duh",tim baru nya mikir apasingapain samain seekmana musti reupload data histori hilang duh,negatif,negatif,negatif,negatif,negatif
Tidak membantu sama sekali ga guna,bantu ga,negatif,positif,positif,positif,positif
Pembaruan bukan nya makin baik malah makin rusak.👎👎👎,baru nya rusak,negatif,negatif,negatif,negatif,positif
Tamabah ngak karu karuan..bosss,tamabah ngak karu karuanbosss,negatif,negatif,negatif,negatif,positif
This apk wasn't usefull,this apk wasnt usefull,negatif,negatif,positif,negatif,positif
KECEWA DENGAN TAMPILAN DAN FILTER JOBSTREET SEKARANG. BUKANNYA BAGUS MALAH BURUK.,kecewa tampil filter jobstreet bagus buruk,negatif,negatif,negatif,negatif,negatif
tidak bisa upload file apapun sudah dicoba berkali2 sampe kuota habis ttep nggk bisa & tidak ada keterangan apapun,upload file apa coba berkali2 sampe kuota habis ttep nggk terang apa,negatif,negatif,negatif,negatif,negatif
ini aplikasinya kenapa gk bisa login terus ya. setiap login itu susah sx. awalnya ak pikir aplikasinya minta di upgrade. setelah sy upgrade sama aja gk bisa login. tp klw buka di komputer bisa. kenapa kayak gini aplikasinya. apa masalahnya???,aplikasi gk login ya login susah sx ak pikir aplikasi upgrade sy upgrade aja gk login tp klw buka komputer kayak gin aplikasi,negatif,negatif,negatif,negatif,negatif
Akun saya setelah diperbarui tidak bisa login walaupun sudah saya konfirmasi ubah password beberapa kali via email??,akun baru login konfirmasi ubah password kali via email,negatif,negatif,negatif,negatif,negatif
Membantu mencari kerja dengan sangat baik dan terpercaya,bantu cari kerja percaya,positif,positif,positif,positif,positif
Ukuran file yh d tambahin lgi jadi 3mb jgn 2 MB kran itu terlalu kecil,ukur file yh d tambahin lgi 3mb jgn 2 mb kran,negatif,negatif,positif,negatif,positif
Setwlah update serasa jadi aplikasi karbitan,setwlah update serasa aplikasi karbitan,negatif,negatif,negatif,negatif,negatif
Kurang update. Banyak lowongan yang sudah tutup tetapi masih tetap di rekomendasikan,update lowong tutup rekomendasi,negatif,negatif,negatif,negatif,negatif
Aplikasi sampah .. buat orang susah cari kerjaa .. ribett,aplikasi sampah orang susah cari kerjaa ribett,negatif,negatif,negatif,negatif,negatif
Pembaruan taikk. Pas saya login cv jadi ke-reset semua,baru taikk pas login cv kereset,negatif,negatif,negatif,negatif,negatif
Ok banget,ok banget,positif,positif,positif,positif,positif
Di aplikasi ini dari puluhan apply lamaran sama sekali gak ada panggilan... Alhamdulillah apply pake aplikasi sebelah gak lama dapet panggilan. di Apk jobstreet perusahaan cuma publish loker tapi gak dilihat perusahaan,aplikasi puluh apply lamar gak panggil alhamdulillah apply pake aplikasi belah gak dapet panggil apk jobstreet usaha publish loker gak usaha,negatif,negatif,negatif,negatif,negatif
Sekarang cara melihat status lamaran kerja nya dimana sih kok ilang setelah diperbarui. Jd nggak tau perkembangan lamaran di diterima atau dilihat perusahaan nya.,status lamar kerja nya mana sih ilang baru jd nggak tau kembang lamar terima usaha nya,positif,negatif,negatif,positif,negatif
klo dapat pekerjaan pasti ku kasih 5 star,klo kerja ku kasih 5 star,positif,positif,negatif,positif,positif
Gue lamar d jobstreet satupun gak ada kepanggil,gue lamar d jobstreet satu gak panggil,negatif,negatif,negatif,negatif,negatif
Butuh tingkat kan lagi,butuh tingkat,positif,positif,positif,positif,positif
Mantul,mantul,positif,positif,positif,positif,positif
Bagus keren,bagus keren,positif,positif,positif,positif,positif
Kok tiba tiba ada wa yg menawarkan pekerjaan online dengan dalih dapat nomer wa dari aplikasi jobstreet. Waduh kok gitu?,wa yg tawar kerja online dalih nomer wa aplikasi jobstreet gitu,negatif,negatif,negatif,negatif,negatif
"Bagus, simple dan membantu",bagus simple bantu,positif,positif,positif,positif,positif
"Waduh saya pengguna jobsteet dah lumayan lama kenap pas d uprad jd harus donload cv donload surat lamaran itu ini,trs jadinya banyak komenan2 yg tdk enak,,,tolong d perbaiki lg ke yg biasa saja...terimakasih salam para pncari kerja",guna jobsteet dah lumayan kenap pas d uprad jd donload cv donload surat lamar initrs komenan2 yg tdk enaktolong d baik lg yg sajaterimakasih salam pncari kerja,positif,positif,negatif,positif,positif
Good job,good job,positif,positif,positif,positif,positif
Setelah update akun saya tidak bisa masuk kak tolong dibantu ini,update akun masuk kak tolong bantu,negatif,negatif,negatif,negatif,negatif
Exelent,exelent,positif,positif,positif,positif,positif
"jobstreet enakan versi kemarin ,yg versi sakarang agak lola.penampilan nya loding mulu",jobstreet enak versi kemarin yg versi sakarang lolapenampilan nya loding mulu,negatif,negatif,negatif,negatif,negatif
Makin keren 👍,keren,positif,positif,positif,positif,positif
Semua Penawaran pekerjaan yang tersedia kebanyakan sudah kadaluwarsa sangat tidak jelas untuk digunakan dalam pencarian informasi lowongan pekerjaan,tawar kerja sedia banyak kadaluwarsa cari informasi lowong kerja,negatif,negatif,positif,negatif,positif
Cara upload foto di profil bagaimana ya? Kok di tampilan profil tidak ada ubah foto profil atau semacamnya. Malah jadi bingung,upload foto profil ya tampil profil ubah foto profil macam bingung,negatif,negatif,negatif,negatif,negatif
"Tidak bisa mengupload CV baru, Tolong diperbaiki secepatnya",mengupload cv tolong baik cepat,negatif,negatif,positif,negatif,positif
Aplikasi apaan sih ini nglamar kerja gagal terus,aplikasi sih nglamar kerja gagal,negatif,negatif,negatif,negatif,negatif
App ok tapi entah kenapa jarang dipanggil klo melamar lewat jobstreet ini lebih sering dipanggil perusahaan klo by email atau lewat app lain,app ok jarang panggil klo lamar jobstreet panggil usaha klo by email app,negatif,negatif,negatif,negatif,negatif
"Udh update mlh kga bisa d buka,,,",udh update mlh kga d buka,negatif,negatif,negatif,negatif,negatif
"Semoga bisa Nemu kerjaan,maksud dari kata PERBARUI itu apa",moga nemu kerjaanmaksud baru,positif,positif,positif,positif,positif
Tim Yang punya ide pembaharuan.. sangat SAMPAH. Tampilannya justru membingungkan.. bukanNya dibiasakan.. tapi sangat ANEH. Lebih bagus antarmuka tampilan nya seperti sebelumnya. Tidak menyusahkan orang dan tau range gaji yang perusahaan tetapkan. Ini gak ada sama sekali dah tampilannya SUPER ANEH.,tim ide baharu sampah tampil bingung biasa aneh bagus antarmuka tampil nya susah orang tau range gaji usaha tetap gak dah tampil super aneh,negatif,negatif,negatif,negatif,negatif
Setelah update tidak bisa lagi membuka aplikasi,update buka aplikasi,positif,negatif,negatif,negatif,negatif
"Baik , sangat senang",senang,positif,positif,positif,positif,positif
TOLONG UNTUK PENGEMBANG JOBSTREET HILANGKAN FITUR CONFIDENTAL COMPANY ATAU LAINNYA AGAR SEMAKIN TRANSPARAN DAN MENGURANGI SCAM SERTA USER LEBIH MUDAH UNTUK MELAPORKAN PERUSAHAAN TERSEBUT TERIMA KASIH,tolong kembang jobstreet hilang fitur confidental company transparan kurang scam user mudah lapor usaha terima kasih,negatif,negatif,positif,negatif,positif
"Bagaimana ini jobstreet, saya mau melamar pekerjaan aja disuruh install apk lainnya , pintarnya dan Jobstreet Express, lah knp g jd 1 aja sih , bikin ribet aja , mau ngelamar kerja apa dikerjain",jobstreet lamar kerja aja suruh install apk pintar jobstreet express knp g jd 1 aja sih bikin ribet aja ngelamar kerja dikerjain,negatif,negatif,negatif,negatif,negatif
